No,학교명,본분교명,학교종류,학교유형,설립유형,지역명,"입학정원(학부)
(2025,명)","졸업생수(학부)
(2025,명)","전임교원수(학부+대학원)
(2025,명)","재학생(학부)
(2025,명)","신입생 경쟁률(학부)
(2025,:1)","신입생 충원율(학부)
(2025,%)","취업률(학부)
(2024,%)","외국인 학생 수(학부)
(2025,명)","전임교원 1인당 학생 수(학생정원기준)(학부+대학원)
(2025,명)","전임교원 확보율(학생정원기준)(학부+대학원)
(2025,%)","전임 교원 확보율(재학생 기준)(학부+대학원)
(2025,%)","전임교원 강의 담당 비율(학부)
(2025,%)","학생 1인당 연간 장학금(학부)
(2025,원)","연평균 등록금(학부)
(2025,천원)","학생 1인당 교육비(학부+대학원)
(2025,천원)","기숙사 수용율(학부+대학원)
(2024,%)","학생 1인당 도서 자료 수(학부+대학원)
(2024,권)"
255,안양대학교,본교,대학,대학교,사립,경기,986,953,142,"4,353",11.7,100.4,65.5,16,35.92,61.21,61.21,66.9,"4,024,950.2","8,024.9","13,092.2",6.9,95.6
256,여주대학교,본교,전문대학,전문대학,사립,경기,"1,291","1,273",127,"2,744",5.6,73.0,77.3,281,27.94,72.16,92.7,60.1,"3,949,695.9","7,370.2","12,912.4",34.1,60.8
257,연성대학교,본교,전문대학,전문대학,사립,경기,"2,226","1,984",154,"5,959",10.7,99.8,72.6,201,36.76,57.46,55.8,53.1,"4,230,142.9","6,872.5","12,448.3",6.9,41.0
258,연세대학교,본교,대학,대학교,사립,서울,"3,555","4,461","1,820","21,005",11.5,101.5,71.6,"4,740",16.5,121.66,98.75,53.3,"3,795,230.6","9,437.7","39,659.6",35.2,90.5
259,연세대학교(미래),분교,대학,대학교,사립,강원,"1,416","1,573",410,"6,931",9.1,99.9,69.4,622,17.0,117.14,97.62,57.6,"3,898,391.6","9,063.3","26,981.0",60.6,79.6
260,연암공과대학교,본교,전문대학,전문대학,사립,경남,496,460,36,"1,102",5.8,100.0,80.5,0,29.44,67.92,64.29,56.0,"3,918,399.6","5,568.1","19,409.1",50.4,59.3
261,연암대학교,본교,전문대학,전문대학,사립,충남,483,516,31,"1,119",4.0,100.0,80.2,1,31.16,63.27,55.36,50.1,"5,038,493.8","6,283.9","43,282.7",34.9,65.8
262,영남대학교,본교,대학,대학교,사립,경북,"4,661","4,666",896,"20,623",6.3,100.0,54.0,"1,439",26.1,80.21,78.87,62.0,"4,444,533.6","7,845.7","17,114.7",14.0,79.2
263,영남신학대학교,본교,대학,대학교,사립,경북,115,74,24,371,1.8,100.0,52.2,27,38.42,64.86,72.73,67.8,"5,782,826.8","6,614.0","11,374.8",68.1,250.6
264,영남외국어대학,본교,전문대학,전문대학,사립,경북,278,191,14,472,1.9,70.9,75.0,0,48.21,45.16,60.87,59.7,"4,677,977.5","5,583.0","7,681.4",0.0,63.0
265,영남이공대학교,본교,전문대학,전문대학,사립,대구,"2,156","2,207",156,"5,864",6.9,100.0,74.7,297,31.82,64.46,55.91,51.7,"4,728,441.3","6,493.3","12,921.0",19.8,41.6
266,영산대학교(양산),제2캠퍼스,대학,대학교,사립,경남,669,554,90,"2,722",4.1,99.7,70.6,98,27.19,78.95,70.87,48.2,"4,625,349.9","7,032.6",0.0,32.3,0.0
267,영산대학교(해운대),본교,대학,대학교,사립,부산,625,737,99,"2,974",3.8,99.8,65.2,842,33.47,63.46,61.11,62.7,"4,036,902.6","7,269.6","12,537.1",22.0,73.0
268,영산선학대학교,본교,대학,대학교,사립,전남,50,4,11,23,0.1,6.0,0.0,2,18.18,137.5,"1,100.0",100.0,"3,526,736.8","2,000.0","66,327.2",655.6,"1,471.6"
269,영진사이버대학교,본교,전문대학,사이버대학(전문대학),사립,대구,"1,300","1,661",20,"3,300",0.8,82.5,74.9,54,130.0,153.85,117.65,40.1,"2,191,067.9","2,427.0","4,576.7",0.0,0.0
270,영진전문대학교,본교,전문대학,전문대학,사립,대구,"2,444","2,665",173,"7,300",5.9,100.0,77.8,714,32.79,62.91,51.18,58.0,"4,711,335.2","6,548.3","13,853.9",16.6,58.8
271,예수대학교,본교,대학,대학교,사립,전북,115,102,20,480,7.4,100.0,72.9,0,24.5,80.0,76.92,76.9,"4,041,265.7","7,273.0","13,773.7",17.9,104.1
272,예원예술대학교,제2캠퍼스,대학,대학교,사립,경기,185,66,18,699,6.8,98.4,62.9,309,33.44,60.0,34.62,59.5,"3,098,433.3","8,828.4",0.0,21.8,0.0
273,예원예술대학교,본교,대학,대학교,사립,전북,46,196,42,537,2.5,97.8,62.7,104,14.24,140.0,127.27,57.7,"2,904,421.1","8,504.8","6,756.0",0.0,30.9
274,오산대학교,본교,전문대학,전문대학,사립,경기,"1,782","1,578",122,"4,227",8.6,94.2,73.0,236,34.08,61.31,60.4,44.3,"3,838,250.7","6,865.5","13,389.8",6.0,44.6
275,용인대학교,본교,대학,대학교,사립,경기,"1,262","1,354",195,"5,326",10.2,99.9,69.7,138,32.05,65.44,66.55,67.1,"4,185,718.6","8,160.7","12,194.2",11.3,72.1
276,용인예술과학대학교,본교,전문대학,전문대학,사립,경기,"1,046",773,107,"2,554",7.1,88.2,65.7,360,27.48,74.31,85.6,54.2,"3,751,289.2","7,224.4","13,914.8",14.1,59.2
277,우석대학교,본교,대학,대학교,사립,전북,"1,487","1,417",248,"6,629",4.9,100.0,69.9,"1,111",28.9,72.51,66.13,68.7,"4,180,852.7","7,287.3","14,848.6",27.8,111.6
278,우송대학교,본교,대학,대학교,사립,대전,"1,993","2,266",334,"9,680",8.6,100.0,68.7,"2,302",25.03,86.53,68.72,53.8,"4,415,549.6","7,593.4","13,075.3",17.6,63.1
279,우송대학교(산업대),본교,대학,산업대학,사립,대전,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,우송정보대학,본교,전문대학,전문대학,사립,대전,"1,475","1,339",74,"2,904",4.3,97.9,69.2,171,42.24,51.03,55.22,32.6,"4,735,015.1","6,446.9","13,877.0",12.3,57.7
281,울산과학기술원,본교,대학,대학교,특별법법인,울산,400,414,313,"1,893",17.3,104.3,66.7,84,20.66,96.6,115.5,82.2,"7,370,091.1","6,554.2","76,402.4",68.5,71.7
282,울산과학대학교,본교,전문대학,전문대학,사립,울산,"1,628","1,647",132,"5,224",9.5,97.0,76.4,468,35.86,56.47,52.82,56.9,"3,333,786.0","6,498.6","14,211.1",15.1,39.9
283,울산대학교,본교,대학,대학교,사립,울산,"2,737","2,548","1,095","10,606",5.1,99.5,57.9,257,12.44,158.93,168.46,49.4,"3,544,129.7","7,730.2","27,423.5",22.7,58.2
284,웅지세무대학교,본교,전문대학,전문대학,사립,경기,599,166,22,166,0.3,7.2,43.6,21,73.5,33.85,314.29,87.0,"2,715,276.0","6,960.0","14,889.4",84.2,0.0
285,원광대학교,본교,대학,대학교,사립,전북,"2,869","2,808",622,"12,360",5.6,99.8,62.6,132,24.04,77.75,82.38,67.3,"4,138,304.9","7,864.1","17,479.4",27.8,107.8
286,원광디지털대학교,본교,대학,사이버대학(대학),사립,전북,"1,500","1,361",26,"4,931",0.8,53.1,70.0,54,182.23,108.33,100.0,30.1,"1,960,064.2","2,737.1","3,914.0",0.0,1.0
287,원광보건대학교,본교,전문대학,전문대학,사립,전북,"1,281","1,227",114,"3,810",4.8,92.7,75.2,121,31.59,64.04,60.64,55.5,"4,675,450.8","6,546.7","14,742.4",9.2,52.7
288,위덕대학교,본교,대학,대학교,사립,경북,627,536,85,"2,116",3.1,98.0,63.3,93,33.56,65.38,77.98,73.5,"4,779,570.4","7,299.2","14,138.7",23.0,115.8
289,유원대학교,본교,대학,대학교,사립,충북,875,798,111,"4,032",3.0,99.8,66.0,185,30.54,70.7,59.68,54.8,"7,584,137.4","7,202.4","11,822.6",31.5,222.4
290,유한대학교,본교,전문대학,전문대학,사립,경기,"1,695","1,509",123,"4,685",7.8,100.0,71.8,12,35.76,57.48,55.16,53.1,"3,828,721.0","6,547.9","11,557.6",0.0,51.2
291,을지대학교,제3캠퍼스,대학,대학교,사립,경기,192,130,19,707,11.9,100.0,82.7,1,59.89,31.67,31.67,68.9,"4,565,244.9","8,682.1",0.0,24.7,0.0
292,을지대학교,제2캠퍼스,대학,대학교,사립,경기,787,816,107,"3,653",12.3,100.0,79.0,18,30.36,67.72,60.45,68.8,"4,300,242.4","8,838.1",0.0,13.8,0.0
293,을지대학교,본교,대학,대학교,사립,대전,100,0,294,357,13.0,100.0,100.0,2,1.02,"1,088.89",890.91,82.5,"2,041,922.2","10,969.3","21,385.8",39.2,52.2
294,이화여자대학교,본교,대학,대학교,사립,서울,"3,260","3,314",961,"16,452",9.8,99.5,66.0,"2,089",23.15,91.79,82.42,46.0,"3,754,247.1","9,025.9","22,618.2",21.8,78.5
295,인덕대학교,본교,전문대학,전문대학,사립,서울,"2,074","1,960",147,"5,790",7.8,100.0,66.6,162,37.51,55.68,53.85,50.6,"3,790,082.4","6,967.3","10,930.3",0.9,46.1
296,인제대학교,본교,대학,대학교,사립,경남,"1,699","1,689",838,"6,844",5.6,98.7,65.7,893,10.61,182.57,195.34,70.8,"4,625,362.7","7,702.0","22,630.4",25.8,107.1
297,인제대학교,제2캠퍼스,대학,대학교,사립,부산,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0
298,인천가톨릭대학교,본교,대학,대학교,사립,인천,12,11,20,40,1.1,91.7,0.0,6,5.45,400.0,500.0,69.1,"8,996,345.0","5,446.0","19,976.7",26.1,205.9
299,인천가톨릭대학교,제2캠퍼스,대학,대학교,사립,인천,153,153,27,657,7.5,100.0,67.5,1,31.56,61.36,71.05,50.2,"3,944,810.7","8,842.1",0.0,0.0,0.0
300,인천대학교,본교,대학,대학교,국립대법인,인천,"2,516","2,787",497,"11,247",11.2,100.0,65.0,430,24.32,89.87,82.15,63.2,"3,399,046.1","4,651.9","21,799.9",25.3,108.5
301,인하공업전문대학,본교,전문대학,전문대학,사립,인천,"2,543","2,936",185,"7,068",8.7,100.0,69.2,101,30.91,67.03,55.89,61.7,"4,227,359.9","7,119.2","11,750.1",8.5,32.3
302,인하대학교,본교,대학,대학교,사립,인천,"3,605","3,901",886,"17,830",13.6,99.9,71.5,"1,954",21.43,98.88,81.96,63.0,"3,706,824.7","8,223.8","21,500.3",12.8,77.6
303,장로회신학대학교,본교,대학,대학교,사립,서울,150,163,78,572,3.4,100.0,0.0,5,36.47,66.1,67.83,35.3,"4,780,224.2","7,202.0","12,374.7",32.4,182.0
304,장안대학교,본교,전문대학,전문대학,사립,경기,"1,670",851,104,"2,666",5.3,65.1,65.6,"1,038",35.05,63.03,85.95,61.2,"2,807,953.9","6,614.1","16,047.5",30.8,92.4
305,재능대학교,본교,전문대학,전문대학,사립,인천,"1,279","1,108",91,"2,801",6.0,88.8,72.4,217,31.93,64.54,70.0,49.4,"4,473,699.0","6,982.7","13,273.6",10.0,44.5
306,적십자간호대학,본교,전문대학,전문대학,사립,서울,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,전남과학대학교,본교,전문대학,전문대학,사립,전남,"1,064","1,193",95,"2,971",1.8,84.3,80.6,141,27.69,71.97,63.76,61.8,"4,394,399.8","5,498.4","14,139.5",17.1,45.0
308,전남대학교,본교,대학,대학교,국립,광주,"3,673","3,565","1,190","16,391",7.4,99.9,58.3,960,18.94,99.0,98.18,59.8,"3,314,028.3","4,192.7","26,483.1",20.5,83.9
309,전남대학교,제2캠퍼스,대학,대학교,국립,전남,812,529,137,"2,808",4.3,99.8,60.0,149,25.5,81.55,96.48,65.3,"3,277,719.7","4,097.4",0.0,33.6,0.0
310,전남도립대학교,본교,전문대학,전문대학,공립,전남,410,413,37,885,2.3,100.0,69.5,2,23.51,86.05,82.22,33.2,"2,390,069.6","1,961.0","19,633.1",33.0,104.7
311,전북과학대학교,본교,전문대학,전문대학,사립,전북,592,559,51,"1,600",2.6,96.1,78.2,171,29.63,68.92,65.38,51.5,"4,727,034.2","5,370.1","13,299.1",33.4,42.9
312,전북대학교,본교,대학,대학교,국립,전북,"4,077","4,014","1,048","17,841",7.4,99.9,62.8,"1,112",20.83,92.83,89.27,54.6,"3,260,915.6","4,447.7","25,076.4",29.0,80.8
313,전주교육대학교,본교,대학,교육대학,국립,전북,285,271,53,"1,019",4.8,100.0,56.6,0,34.15,68.83,100.0,54.2,"1,586,274.8","3,646.0","17,847.1",42.4,234.3
314,전주기전대학,본교,전문대학,전문대학,사립,전북,772,614,54,"1,787",2.1,97.4,65.7,488,36.22,62.79,69.23,49.8,"6,220,967.8","6,600.0","15,874.2",8.5,66.3
315,전주대학교,본교,대학,대학교,사립,전북,"2,512","2,283",328,"10,147",4.7,99.6,61.3,245,35.28,62.19,64.41,71.0,"4,561,376.6","7,323.2","14,387.1",18.0,66.4
316,전주비전대학교,본교,전문대학,전문대학,사립,전북,"1,035","1,189",85,"2,852",5.3,83.0,76.8,840,29.74,67.46,60.71,45.4,"4,372,301.6","6,525.5","15,025.3",18.8,52.9
317,정석대학,본교,대학,기술대학,사립,서울,100,11,0,23,0.1,11.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"10,220.6",0.0,0.0
318,제주관광대학교,본교,전문대학,전문대학,사립,제주,820,469,58,"1,541",1.9,91.7,77.0,259,34.81,61.7,80.56,50.2,"4,281,741.7","5,465.8","13,122.6",52.2,54.9
319,제주국제대학교,본교,대학,대학교,사립,제주,370,82,33,263,0.1,2.7,71.3,208,60.39,35.87,143.48,62.3,"2,600,315.2","5,824.2","14,605.6",37.0,149.3
320,제주대학교,본교,대학,대학교,국립,제주,"2,235","1,901",648,"9,306",6.5,99.9,64.5,331,17.61,117.42,114.31,65.5,"3,026,141.4","4,028.7","26,311.9",27.5,124.5
321,제주산업정보대학,본교,전문대학,전문대학,사립,제주,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,제주한라대학교,본교,전문대학,전문대학,사립,제주,"1,484","1,267",122,"3,897",1.5,73.3,73.1,157,35.04,61.0,70.11,56.9,"3,273,145.4","5,454.1","9,946.2",16.7,31.4
323,조선간호대학교,본교,전문대학,전문대학,사립,광주,152,178,20,735,7.4,100.0,75.6,0,28.45,68.97,54.05,63.4,"3,148,369.0","5,312.7","11,663.1",0.0,52.7
324,조선대학교,본교,대학,대학교,사립,광주,"4,354","3,999",741,"17,911",5.7,99.9,57.8,295,27.6,72.22,74.92,72.9,"3,994,019.5","7,477.3","16,566.4",13.0,73.8
325,조선이공대학교,본교,전문대학,전문대학,사립,광주,"1,492","1,170",86,"2,806",3.3,94.2,69.1,212,33.91,60.14,63.7,55.0,"3,965,122.2","5,769.3","15,285.3",10.1,42.9
326,중부대학교,본교,대학,대학교,사립,충남,"1,645","1,646",350,"6,991",7.5,100.1,64.6,971,22.21,99.43,81.59,69.1,"4,270,661.0","7,607.5","10,690.0",22.0,87.0
327,중앙대학교,제2캠퍼스,대학,대학교,사립,경기,"1,168","1,189",149,"4,963",10.6,99.9,64.9,678,37.72,53.41,53.21,33.8,"4,670,472.3","9,165.4",0.0,37.2,0.0
328,중앙대학교,본교,대학,대학교,사립,서울,"3,210","4,079","1,049","18,637",24.3,100.0,71.5,"4,257",19.63,109.16,87.86,66.3,"3,401,875.5","8,363.8","18,532.5",13.0,78.3
329,중앙승가대학교,본교,대학,대학교,사립,경기,120,21,15,53,0.1,10.0,0.0,4,41.0,60.0,250.0,65.3,"4,264,273.3","1,820.0","32,735.8",251.6,650.3
330,중원대학교,본교,대학,대학교,사립,충북,812,791,123,"3,324",1.0,98.6,70.5,172,27.85,75.0,69.89,75.4,"6,064,052.3","7,423.5","14,754.8",62.4,68.4
331,진주교육대학교,본교,대학,교육대학,국립,경남,319,323,68,"1,169",5.4,100.0,58.6,0,30.87,77.27,100.0,66.2,"2,762,501.0","3,778.5","22,209.8",31.7,220.9
332,진주보건대학교,본교,전문대학,전문대학,사립,경남,669,738,70,"2,249",4.0,80.4,76.5,1,32.44,61.95,63.06,52.2,"4,222,304.4","6,508.7","10,561.0",22.3,43.5
333,진주산업대학교(산업대),본교,대학,산업대학,국립,경남,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,차의과학대학교,본교,대학,대학교,사립,경기,504,504,502,"2,154",7.1,100.0,74.4,29,7.67,221.15,205.74,57.0,"4,669,786.6","7,622.0","44,021.5",22.6,32.6
335,창신대학,본교,전문대학,전문대학,사립,경남,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,창신대학교,본교,대학,대학교,사립,경남,345,500,73,"1,582",7.4,100.0,69.2,229,23.88,87.95,74.49,62.2,"4,982,737.3","6,752.3","15,688.7",51.6,84.5
337,창원문성대학교,본교,전문대학,전문대학,사립,경남,228,375,39,683,3.1,75.0,66.3,0,20.28,97.5,108.33,58.8,"3,921,724.6","6,319.9","18,843.6",52.4,150.7
338,청강문화산업대학교,본교,전문대학,전문대학,사립,경기,"1,122","1,205",102,"3,756",10.8,100.0,65.3,20,33.0,60.0,53.4,41.2,"4,010,236.5","7,833.7","13,103.8",16.1,52.4
339,청암대학교,본교,전문대학,전문대학,사립,전남,800,708,62,"2,116",2.9,88.8,66.5,135,35.97,56.88,59.05,44.7,"3,948,921.1","6,025.2","14,615.3",8.9,47.1
340,청운대학교,본교,대학,산업대학,사립,충남,962,"1,318",154,"5,135",6.9,98.0,69.2,458,29.75,73.33,56.0,55.7,"5,293,106.3","7,759.0","13,825.4",16.2,120.8
341,청주교육대학교,본교,대학,교육대학,국립,충북,286,288,70,"1,075",6.7,100.0,49.4,0,28.37,82.35,102.94,57.8,"1,749,893.0","3,600.0","18,241.8",41.5,227.5
342,청주대학교,본교,대학,대학교,사립,충북,"2,621","3,146",441,"11,943",6.1,99.9,64.5,"1,952",25.74,83.68,66.32,76.4,"3,919,349.9","8,062.3","13,897.0",20.1,118.8
343,초당대학교,본교,대학,대학교,사립,전남,717,612,88,"2,225",2.7,70.0,72.3,349,34.68,61.11,79.28,76.1,"4,890,641.3","7,018.9","14,217.2",46.6,125.6
344,총신대학교,본교,대학,대학교,사립,서울,307,314,104,"1,398",5.3,100.0,60.7,7,37.69,65.0,64.6,55.4,"4,752,585.9","7,336.1","12,310.2",47.8,224.7
345,추계예술대학교,본교,대학,대학교,사립,서울,250,256,47,"1,113",11.1,100.0,62.1,45,28.91,72.31,71.21,34.7,"3,624,006.4","9,600.7","15,114.3",14.6,107.6
346,춘천교육대학교,본교,대학,교육대학,국립,강원,321,306,75,"1,186",5.2,100.0,62.2,0,30.73,76.53,105.63,70.2,"2,336,057.1","3,494.0","15,755.2",48.2,224.3
347,춘해보건대학교,본교,전문대학,전문대학,사립,울산,654,778,72,"2,652",9.2,91.6,83.3,106,29.97,67.29,54.96,52.3,"3,962,724.8","6,451.3","12,478.7",18.4,40.1
348,충남대학교,본교,대학,대학교,국립,대전,"3,778","3,584","1,059","17,696",10.4,100.9,64.1,674,20.85,94.64,87.02,61.0,"2,594,443.4","4,387.5","23,250.6",24.0,84.8
349,충남도립대학교,본교,전문대학,전문대학,공립,충남,447,366,33,968,3.7,100.0,73.4,4,31.03,66.0,71.74,32.0,"4,077,278.5","2,461.8","23,080.0",77.6,73.6
350,충북대학교,본교,대학,대학교,국립,충북,"3,162","2,988",800,"13,228",11.8,100.1,59.7,826,21.29,94.34,89.79,62.0,"3,010,716.9","4,286.5","24,860.3",25.0,88.3
351,충북도립대학교,본교,전문대학,전문대학,공립,충북,400,306,27,700,2.8,97.3,72.2,43,31.85,62.79,71.43,34.2,"2,851,475.9","1,880.6","31,430.3",47.8,85.8
352,충북보건과학대학교,본교,전문대학,전문대학,사립,충북,977,751,73,"3,098",4.3,94.2,76.0,885,31.38,64.04,49.66,54.1,"4,093,304.5","6,541.2","14,710.9",26.5,52.6
353,충청대학교,본교,전문대학,전문대학,사립,충북,"1,354","1,195",98,"3,148",3.3,90.2,69.0,710,32.97,62.42,63.64,33.4,"3,942,258.6","6,253.3","13,305.2",16.0,59.4
354,칼빈대학교,본교,대학,대학교,사립,경기,90,89,80,"2,159",3.2,100.0,72.7,"1,940",9.19,242.42,68.97,65.6,"1,821,962.4","8,113.1","8,689.1",11.0,93.1
355,탐라대학교,본교,대학,대학교,사립,제주,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,태재대학교,본교,대학,사이버대학(대학),사립,서울,100,0,9,46,1.9,0.0,0.0,13,33.33,450.0,900.0,59.1,0.0,0.0,0.0,0.0,0.0
357,평택대학교,본교,대학,대학교,사립,경기,833,701,120,"3,006",8.8,100.0,59.8,149,33.58,66.67,73.62,67.3,"4,225,281.6","7,952.5","13,339.0",30.5,130.0
358,포항공과대학교,본교,대학,대학교,사립,경북,320,284,284,"1,477",9.5,98.8,75.8,47,17.88,111.37,120.85,65.8,"7,823,776.1","5,613.5","132,731.4",91.8,111.6
359,포항대학교,본교,전문대학,전문대학,사립,경북,695,547,48,"1,423",2.3,81.2,71.5,149,36.13,56.47,69.57,50.0,"4,932,547.6","6,395.1","13,294.1",35.0,70.7
360,한경국립대학교,본교,대학,대학교,국립,경기,"1,271","1,119",256,"5,402",7.2,100.0,67.7,245,21.5,95.88,90.14,64.1,"3,228,257.6","4,020.5","19,962.9",27.1,94.3
361,한국골프과학기술대학교,본교,전문대학,전문대학,사립,강원,160,148,15,465,1.9,100.0,65.8,2,30.67,65.22,62.5,61.4,"5,391,703.8","7,922.0","12,056.9",54.0,40.3
362,한국공학대학교,본교,대학,대학교,사립,경기,"1,410","1,639",262,"7,596",8.7,100.1,66.6,529,23.54,86.42,73.73,69.4,"3,764,097.5","9,450.4","18,690.1",36.4,30.3
363,한국과학기술원,본교,대학,대학교,특별법법인,대전,970,716,716,"4,008",10.2,101.2,70.3,481,18.77,107.72,88.23,68.7,"7,275,048.8","6,866.0","95,024.1",56.4,84.4
364,한국관광대학교,본교,전문대학,전문대학,사립,경기,902,477,48,"1,209",6.1,66.0,71.2,5,37.58,60.0,84.21,68.7,"4,412,209.1","6,621.5","16,405.3",52.3,92.0
365,한국교원대학교,본교,대학,대학교,국립,충북,546,533,209,"2,342",5.7,99.4,59.3,2,34.95,64.71,72.07,54.7,"2,806,553.1","3,350.4","17,967.6",74.9,127.5
366,한국기술교육대학교,본교,대학,대학교,사립,충남,836,840,184,"4,157",8.1,100.0,80.1,75,22.17,93.4,85.58,44.3,"3,899,819.3","4,475.3","46,081.1",55.7,97.3
367,한국농수산대학교,본교,전문대학,전문대학,특별법국립,전북,570,611,52,"1,550",3.1,93.0,82.2,3,32.88,60.47,66.67,75.0,"110,087.4",0.0,"24,373.2",78.2,44.5
368,한국방송통신대학교,본교,대학,방송통신대학,국립,서울,"51,970","21,474",170,"92,953",0.2,17.2,74.3,432,"1,267.65",1.85,4.3,85.0,"263,050.6",761.7,"1,289.9",0.0,10.3
369,한국복지대학교,본교,전문대학,전문대학,국립,경기,0,246,0,155,0.0,0.0,74.0,1,0.0,0.0,0.0,64.1,"3,042,148.4","2,714.0",0.0,0.0,0.0
370,한국복지사이버대학교,본교,전문대학,사이버대학(전문대학),사립,경북,"1,000",932,11,"2,329",1.2,90.1,75.3,4,166.67,120.0,92.31,29.4,"2,176,102.5","1,710.0","3,779.6",0.0,5.0
371,한국성서대학교,본교,대학,대학교,사립,서울,228,203,41,972,5.4,100.0,67.4,113,29.32,77.36,75.93,66.8,"4,770,689.5","7,490.7","14,957.6",17.2,143.6
372,한국승강기대학교,본교,전문대학,전문대학,사립,경남,297,245,20,"1,872",1.0,96.3,80.1,57,29.7,64.52,21.51,51.5,"4,955,899.7","6,293.7","22,651.3",151.2,42.2
373,한국에너지공과대학교,본교,대학,대학교,특별법법인,전남,100,0,49,301,20.4,97.0,0.0,0,30.82,64.47,181.48,72.4,"16,833,122.4","9,000.0","184,342.1",128.7,86.2
374,한국열린사이버대학교,본교,대학,사이버대학(대학),사립,서울,"1,000","1,848",26,"5,723",1.6,96.6,74.9,30,111.54,173.33,89.66,26.0,"2,001,048.3","2,349.1","7,095.0",0.0,0.7
375,한국영상대학교,본교,전문대학,전문대학,사립,세종,"1,089",983,85,"2,953",4.0,92.4,74.1,101,37.45,53.13,57.05,61.3,"4,294,445.3","6,706.4","13,325.4",34.5,47.6
376,한국예술종합학교,본교,대학,각종학교(대학),특별법국립,서울,558,515,130,"2,787",24.8,96.1,61.4,86,18.16,109.73,88.57,22.9,"2,079,415.3","4,806.5","31,165.8",5.9,135.5
377,한국외국어대학교,본교,대학,대학교,사립,서울,"3,475","3,795",612,"17,101",14.3,99.9,65.2,"2,949",29.98,80.0,71.0,46.5,"3,042,767.1","7,594.2","12,702.9",18.5,109.6
378,한국전통문화대학교,본교,대학,대학교,특별법국립,충남,140,139,37,583,6.2,100.0,63.0,4,30.03,69.81,69.81,30.5,"3,584,136.6","3,382.4","44,738.2",87.9,344.2
379,한국체육대학교,본교,대학,대학교,국립,서울,535,566,118,"2,339",5.9,99.8,78.6,11,25.76,77.63,73.75,60.8,"2,780,981.6","3,860.1","17,052.6",37.0,56.5
380,한국침례신학대학교,본교,대학,대학교,사립,대전,204,223,55,677,1.4,100.0,53.9,4,36.31,66.27,80.88,58.5,"7,523,936.3","6,032.2","12,482.1",46.4,181.5
381,한국폴리텍 I 대학 서울강서캠퍼스,본교,전문대학,기능대학,사립,서울,255,172,31,440,1.7,82.0,79.0,0,18.21,107.69,133.33,64.8,"1,237,057.4","2,494.0","9,156.9",0.0,17.5
382,한국폴리텍 I 대학 서울정수캠퍼스,본교,전문대학,기능대학,사립,서울,485,439,67,"1,051",2.5,90.9,79.6,5,14.93,131.37,142.55,76.4,"1,406,018.4","2,494.0","15,696.8",13.6,12.7
383,한국폴리텍 I 대학 성남캠퍼스,본교,전문대학,기능대학,사립,경기,335,205,55,558,1.8,83.3,75.9,9,12.75,154.55,188.89,75.8,"1,163,088.0","2,432.0","19,870.9",48.6,20.5
384,한국폴리텍 I 대학 제주캠퍼스,본교,전문대학,기능대학,사립,제주,25,24,5,52,1.0,100.0,64.3,1,12.5,133.33,133.33,65.6,"1,345,557.7","2,164.0","38,744.9",215.4,172.1
385,한국폴리텍 II 대학 남인천캠퍼스,본교,전문대학,기능대학,사립,인천,25,45,8,85,2.0,84.0,84.2,2,7.14,233.33,233.33,69.3,"900,666.7","2,494.0","46,019.2",88.9,52.6
386,한국폴리텍 II 대학 인천캠퍼스,본교,전문대학,기능대학,사립,인천,690,622,71,"1,342",1.9,82.6,78.1,13,22.4,87.5,98.44,67.5,"1,517,276.3","2,494.0","11,367.9",15.7,12.9
387,한국폴리텍 II 대학 화성캠퍼스,본교,전문대학,기능대학,사립,경기,0,16,3,22,0.0,0.0,80.0,1,0.0,0.0,0.0,60.9,0.0,0.0,"102,908.9",0.0,100.8
388,한국폴리텍 III 대학 강릉캠퍼스,본교,전문대학,기능대학,사립,강원,55,46,8,106,1.7,100.0,92.5,0,16.43,116.67,116.67,62.1,"1,674,109.7","2,527.2","37,947.4",88.2,53.9
389,한국폴리텍 III 대학 원주캠퍼스,본교,전문대학,기능대학,사립,강원,50,50,8,113,2.0,86.0,93.5,3,13.75,133.33,200.0,56.3,"1,369,018.7","2,174.0","20,958.7",210.3,45.9
390,한국폴리텍 III 대학 춘천캠퍼스,본교,전문대학,기능대학,사립,강원,150,98,25,213,1.5,66.0,81.8,0,11.96,164.29,209.09,66.3,"1,660,083.3","2,432.0","37,379.0",95.2,56.0
